8	8	5	6	6	5	6	6	6	8	8	9	9	9	9	9	9	9	9	9	8	9	9	9	9	9	9	8	9	9	9	9	8	8	8	8	7	6	0	0	0	0	0	0	0	8	9	10	10	10	10	10	10	10	9	8	7	7	7	6	6	6	6	5	5	0	0	0	0	0	0	0	0
8	8	6	6	5	5	0	0	5	6	7	8	8	8	9	9	9	9	9	9	9	9	9	9	9	9	9	8	9	9	9	9	9	8	8	7	6	5	0	0	0	0	0	0	0	9	9	10	11	11	10	10	10	10	9	8	8	7	6	6	6	5	5	0	0	0	0	0	0	0	0	0	0
8	8	5	0	0	0	0	0	5	5	5	6	8	8	8	8	9	9	9	9	9	9	9	9	9	9	9	8	9	9	9	9	9	8	7	6	5	0	0	0	0	0	0	0	0	9	9	10	12	12	11	10	11	11	9	9	8	7	6	6	5	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	5	5	0	0	0	6	7	7	8	8	8	9	9	9	9	8	8	8	8	8	8	8	9	9	8	6	5	5	5	0	0	0	0	0	0	0	0	7	9	10	12	12	11	11	11	10	10	8	7	6	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	5	6	6	6	7	8	8	8	8	8	8	8	7	8	8	8	8	6	7	9	7	5	0	0	0	0	0	0	0	0	0	0	0	0	6	9	13	13	10	11	11	9	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	5	5	6	7	7	7	7	7	7	8	8	8	7	7	8	8	8	7	8	8	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	13	13	10	9	8	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	6	6	6	7	7	7	8	8	8	7	8	8	8	8	9	10	10	7	0	0	0	0	0	0	0	0	0	0	0	0	0	7	13	12	9	8	7	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	6	6	7	7	8	8	7	8	9	9	9	10	11	11	7	6	0	0	0	0	0	0	0	0	0	7	8	10	11	13	11	10	9	8	7	6	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	6	7	7	6	7	6	8	8	0	6	8	10	10	8	6	0	0	0	0	0	6	6	7	9	11	12	12	12	11	10	10	9	9	8	7	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	7	6	0	0	0	0	0	0	5	7	11	11	8	6	5	0	0	0	6	7	9	10	12	12	11	11	12	11	10	10	10	10	9	8	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	8	9	8	6	6	7	7	8	7	9	10	11	12	12	11	11	11	11	11	11	11	10	10	9	7	6	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	6	7	7	8	8	9	9	9	8	8	10	11	11	11	11	12	11	12	12	11	11	10	10	9	8	6	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	6	7	7	7	7	9	10	10	9	9	11	11	11	11	11	12	12	12	12	12	11	10	10	9	8	7	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	6	6	7	7	7	7	8	9	10	9	10	11	11	10	11	12	12	12	12	12	12	11	10	9	8	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	6	6	7	7	7	8	9	9	9	10	10	11	11	9	11	12	12	12	12	12	11	10	9	8	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	6	6	7	8	8	9	9	9	9	10	11	11	11	11	11	12	12	12	12	12	11	10	9	7	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	5	6	7	8	8	9	9	10	10	10	10	11	11	11	11	11	12	12	13	12	12	11	10	9	7	8	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	6	6	7	7	8	9	9	10	10	10	11	11	11	11	11	12	12	12	13	13	12	11	11	10	10	9	7	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	6	6	7	8	9	9	9	10	10	10	11	11	11	11	12	12	12	12	12	13	12	12	11	11	9	8	7	6	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0
